"Tenure_Months","Avg_Monthly_Spend","Support_Calls","CLV_Target"
12.2112697807606,135.538979358971,1,5035.0227228644
26.4910097159445,108.337345682085,1,6408.86833054188
46.8398633666802,337.067237384617,NA,8874.70803615754
56.0834587472491,69.7468674555421,1,6389.8058476494
41.0189257508609,154.519524164498,2,7476.33522341055
17.5929413014092,22.0743959769607,1,4962.2504422418
7.38861666084267,128.22060123086,1,3835.7967820483
7.07845660974272,379.171151146293,1,7858.67640769194
22.6705042321701,33.6780585348606,0,4552.05833848031
48.3872825417202,377.785474024713,1,10013.7531033803
1.01696165720932,318.10444701463,1,3210.68561990593
15.8084669429809,212.509532608092,0,6618.08754229972
67.2454230415169,184.48270726949,0,8545.97134104426
66.7207771514077,132.605641260743,1,7956.87287667739
53.1206953714136,386.674363203347,1,10330.0008333743
24.6481108227745,120.004980042577,1,6139.24868287011
37.5694964181166,127.89583209902,4,6695.24523882124
53.8221998887602,334.378650076687,2,9402.10389262909
44.9603060430381,258.415621481836,NA,8429.19545518941
45.4634194611572,303.016851767898,2,9712.93703352972
16.4181965747848,227.73400824517,1,5649.13857397933
16.3762790788896,338.411553949118,NA,8337.02410783518
28.6150970342569,319.620645567775,2,9090.36311110599
67.9143541308586,260.926425941288,0,9998.87245759414
69.3451689775102,163.074751235545,1,8054.91944266146
53.5297248242423,371.377530172467,1,10662.8808098484
53.0604593062308,425.026240721345,3,10843.6385992892
39.0390515897889,340.070966370404,5,8822.50441759474
1.16138059203513,262.256648279727,1,3492.63316664735
44.2345591308549,361.608533896506,1,10071.7022832984
60.412910719635,488.308925814927,2,11655.9018563688
54.3581019516569,351.218782700598,2,49119.8938078116
33.1439416515641,497.81909070909,1,11018.7645276358
39.041089561535,476.831433586776,1,11319.4757533793
39.1537453671917,385.522005073726,0,10106.5670575391
1.09803989389911,89.938279427588,3,378.680829246477
26.2522827219218,104.110573977232,0,6274.38771890688
44.4614494007546,468.446850888431,2,10966.4974113031
59.8548912692349,250.300293788314,1,9345.81435926941
26.3272619543131,197.173305861652,0,6788.4758215275
30.1550939334556,176.19550909847,0,6460.45420925065
41.7167888248805,247.56543982774,NA,8068.0410097558
42.8671595535707,466.883611641824,2,10784.9445672626
52.0956677573267,275.509493201971,3,9206.22938051298
29.0430862102658,459.929959960282,NA,9624.56579557226
66.2634789687581,176.959564052522,3,7686.55212458413
69.34249084373,165.99444784224,3,8000.11800041568
17.5801703126635,22.5572538375854,0,4276.33064879195
52.439329599496,251.612662561238,1,8782.34053906594
65.1580512847286,201.039663217962,1,8098.37966826363
43.8466600175016,86.0612231865525,0,31870.4032608752
45.8370182225481,267.92229089886,4,8184.89245650099
67.5543953254819,405.581786073744,4,10088.8337904324
61.3842752985656,39.7420975938439,1,6705.85069041682
42.1672838332597,362.413217835128,2,9544.99782834797
59.3196785976179,360.233416520059,1,10124.8362078219
9.07402124558575,449.83746804297,2,8949.75631293926
55.2800508651417,152.077919915318,1,8010.65062631165
45.2765554608777,84.7064723819494,0,6458.19009257494
11.5397090760525,464.554575569928,0,9595.34310479603
6.6987771273125,328.671229146421,1,6545.35289402193
33.9489381439053,310.133345387876,0,8836.38705630046
56.3351394634228,165.393328145146,4,7698.27554844739
53.0804851285648,123.257347680628,1,7393.01003752796
59.0233615525067,413.463803045452,1,10935.4471135612
13.0815361691639,291.969451531768,2,7059.64104954467
68.0751431123354,454.173193536699,2,11741.0046874675
21.847292737104,308.785122074187,2,8529.20507451667
11.5841157236136,116.357561349869,2,4713.19353853583
52.0758799810428,413.181491270661,2,11267.9356334161
24.0101026261691,335.056047774851,2,8254.38574826892
56.2954743956216,230.082904174924,0,9607.49893370587
29.0053111289162,86.1078281328082,2,6212.62958059285
49.1800936220679,30.0834975764155,3,5759.62523831695
56.0835780347697,359.979774653912,1,9409.76113242127
14.3387021254748,66.4917294308543,3,4333.12446009732
3.06509314267896,60.4175149649382,2,2066.08794738545
10.6356795914471,113.91352634877,NA,5291.26476174265
49.291656647576,492.960255220532,1,11812.6497377595
67.3724297177978,339.220508188009,1,9557.55370482709
40.0850799900945,494.342833608389,2,11377.6952042541
43.7254027153831,206.184701472521,2,7563.98717044333
14.9866086570546,410.687637589872,1,8208.62997942846
39.0017993501388,149.353236891329,1,7555.26522136028
13.7484574886039,249.196220003068,2,6962.42687909593
33.083941103192,115.561230815947,0,6475.29768251411
23.5107879766729,378.139405474067,0,9848.85060587552
9.2484015985392,289.315938912332,0,6683.58522349471
14.2132531299721,123.599337823689,1,4690.30056852004
52.8108368618414,114.687026813626,2,7490.69977806468
30.2429170561954,47.6935965195298,2,5216.21584204007
30.3975274036638,185.765207409859,0,7405.64902012521
35.1020191591233,318.58487110585,3,8491.10971635304
31.3521070580464,103.335020840168,1,5786.15856399119
10.6908155696001,22.830216884613,2,3804.61317505478
59.5522378515452,59.6143508329988,2,6286.17820944477
43.053601220483,111.20310138911,1,6661.4771958972
57.4021854123566,418.523753359914,NA,11187.0413655238
55.6013022256084,210.823314525187,2,7332.2381770498
66.1820056252182,65.0414215773344,3,6394.22290058316
62.2467141707893,447.12648563087,2,11974.000711185
23.5052418839186,273.97209636867,2,7821.34588393783
19.4075008949731,416.421379372478,NA,8472.27252944442
53.7009180877358,156.778105311096,0,7836.71489868501
54.0626392934937,393.525492250919,5,10225.7181924139
66.1711864157114,89.5640090107918,3,6752.78767152273
57.3165758533869,128.99690348655,2,35733.5619751775
10.4664028962143,309.10559900105,1,7115.91285866588
21.4302324040327,448.30781519413,3,10012.7949118044
14.8220062109176,329.828397594392,NA,7665.54703815939
56.6717661686707,227.671837881207,2,8874.46756835659
10.1499234829098,450.562205612659,1,8035.95945641354
10.1653391302098,473.872620984912,2,9761.28985329637
6.12997090118006,321.197411753237,0,6882.58854385911
4.77219332708046,59.8486533015966,2,2613.3536207364
38.7630849857815,233.569061756134,0,8247.59348470754
8.97388515784405,193.568381741643,1,5021.28331806176
53.7663281003479,497.778676189482,1,11477.1520683958
52.9233988872729,259.687482193112,2,8988.52553824658
63.8433557807002,143.72204143554,NA,7033.50288891772
37.7148849442601,367.730847969651,1,10028.7521285897
61.4870999346022,95.7853921502829,3,7362.21902244327
32.4385350469965,171.419589072466,2,7124.95322353623
12.2094871299341,162.217059470713,1,5284.62478348275
32.4050493570976,346.146972663701,0,9624.68986073599
69.7090903734788,238.899345099926,0,9151.97083796123
35.4057429905515,29.3056676909328,3,6112.28907485532
18.9245492003392,368.427298516035,1,8933.15921013498
19.4379885932431,176.992513537407,3,7018.7324293081
39.4831318026409,337.394388988614,1,9218.74575622596
47.1411844703835,190.429889522493,3,8226.10133903176
24.885758393677,239.787248149514,2,7886.6301723713
5.32743198634125,300.792901962996,2,6173.74006396276
33.0430703652091,114.004807844758,2,7123.64258073689
60.5516073745675,144.298402443528,1,8258.14907899473
41.7992507372983,437.695015184581,1,11191.9388583171
26.0878767960239,77.2488090395927,1,6269.97101258555
39.8672515547369,413.715389110148,1,10106.0113557112
64.3830201614182,294.648396186531,1,9958.4607536529
35.7893305113539,132.519853487611,2,7263.95355243146
13.1858800349291,295.529813207686,0,6666.24209122068
39.5552005749196,381.866733208299,0,10598.1797466193
69.2642064080574,69.3819281086326,0,6758.55537959752
23.2715513657313,343.364340737462,1,8151.55172691317
59.2565329154022,74.3297091126442,3,6673.66605938311
22.8008624315262,428.979065567255,1,9051.99986966925
14.1672042622231,211.496728807688,1,6104.5946925027
4.4326211491134,288.546247966588,0,6035.06319865192
18.442864456214,253.036334402859,2,7241.74642550507
25.9285914720967,80.9220752865076,1,6268.11830738811
12.290589105105,422.509279362857,0,8943.78010372116
22.5909577722196,398.656605482101,1,8675.74675908022
2.24593105888925,338.490363284945,3,4515.7445919756
71.7552402247675,131.882017366588,0,8056.39006595209
58.1119251989294,477.802191972733,1,11556.2975725917
7.14722272451036,356.468418501318,1,7490.50768024288
62.7652621476445,300.804040282965,4,9479.11072340004
40.3755962993018,477.384060509503,0,10832.1361464037
30.917867949931,457.687332592905,0,10419.7259000409
5.80221415543929,57.4278014153242,2,3534.00839244681
40.8620949131437,52.4261965230107,0,5816.25381402648
6.02125449315645,471.605840213597,1,7652.08717910032
16.0088276583701,100.297228246927,1,5489.34281229923
40.0230493552517,457.758993171155,2,10900.3867082781
35.2206828338094,100.792446732521,0,31166.3418192759
12.3223596732132,163.28379701823,2,5508.05417772215
11.620108650066,38.4932352602482,3,3902.47517352273
36.4483745067846,212.384772785008,1,7535.81280113823
67.7801063416991,314.15319852531,2,10040.1428178924
24.7304241878446,138.274199552834,1,6093.93415799545
14.3788374003489,31.0534915328026,1,4134.01568854217
20.14984865929,156.422805041075,2,6479.00856215545
38.6828295453452,410.188488103449,1,10191.140504929
2.52296622516587,365.080824904144,2,4901.16935276882
57.7119818315841,274.196836985648,1,9167.80324126971
8.83379211486317,108.481877073646,2,3689.6773371338
39.3256782926619,342.378621771932,1,9305.62688156686
41.5576067203656,223.772153742611,2,7821.08039383529
44.9455598341301,289.599404372275,2,10253.1787300746
51.7546122383792,232.538422830403,0,8906.71364024426
9.7543410861399,467.872717343271,2,9007.84770989811
23.0845229318365,241.535786241293,1,7587.25229322959
68.1474805460311,321.912068910897,1,9883.77802448644
36.5017815597821,294.555930383503,0,7859.84522653535
10.60136543517,348.365245349705,3,8146.94192790652
62.7173052581493,473.513446487486,1,11583.617318906
15.5585224586539,36.2187871709466,4,3806.72155541436
66.6782582586166,176.420111469924,1,8064.87215456875
63.9595054741949,406.240103207529,2,11342.2414574438
10.6770035922527,122.403961420059,1,5219.26182610743
56.7598103932105,209.404666349292,3,8799.7330852914
33.1845424056519,397.233228571713,0,10131.7126653492
10.6377117773518,30.5248714983463,2,3666.90406315918
63.8506936163176,331.137234568596,1,10008.3741482468
24.9066613495816,295.993074066937,3,7451.75010657284
23.6684621751774,304.736674576998,4,8106.89345913942
29.6685798466206,304.574428647757,1,8505.07624505191
35.0144887999631,366.913209073246,4,9183.41535317229
27.1210292358883,381.073226481676,2,9744.41974235176
34.0640303012915,57.9129217192531,NA,6471.80344658269
4.54234285536222,369.993135593832,2,7491.55996558948
14.302326523466,430.964518934488,0,9348.17848888753
70.768818373559,361.903873495758,0,10694.0342864995
24.3074589406606,344.026892185211,0,8551.16499986693
13.1407437266316,488.709787204862,4,9314.75922262346
35.6660975096747,418.053073175251,NA,11066.1766586561
2.32680622907355,474.695094451308,1,6768.58539917592
25.1034409431741,151.878688447177,4,6940.53110706336
3.10609966609627,295.581545308232,0,5157.9275425691
62.5732350773178,35.7161407545209,3,6417.23221030799
52.95123957959,233.005972318351,2,9542.49704459299
23.3835165733472,170.712211206555,1,6687.45950273502
28.4382348363288,129.24383547157,3,5691.44576144096
24.6036653274205,107.477071397007,3,5524.61087713076
7.37423595180735,419.798312932253,1,7511.80166695108
54.7509477776475,493.704365380108,5,11464.5791435356
43.8107633013278,111.052607670426,1,6673.53477791521
11.3233980520163,183.023551702499,2,5787.80520939742
3.30874132551253,241.25764798373,3,5039.47216026615
35.3475380532909,219.018076509237,NA,7185.54261085351
32.5644364787731,426.070618368685,1,9834.32880234041
5.28737688669935,430.929993316531,0,7566.583505243
24.2529275664128,236.761881783605,1,7877.07527909564
63.3684623581357,371.592878587544,0,10832.9748402517
67.0729469247162,344.463919922709,1,10384.0185752419
28.8446704468224,379.782823994756,3,9928.98152305154
12.2781210134272,480.427438244224,3,9119.40120826879
23.7162796754856,497.973012961447,3,11164.327487672
22.7945590382442,490.56989222765,2,9772.38292183914
8.6545990658924,291.663938201964,2,6649.52804525344
70.5327355421614,459.680266194046,2,12061.9959844265
36.2801433957648,486.378257796168,2,11478.9079311752
7.60830170661211,482.445282302797,NA,7752.26810158395
16.035929730162,308.068854026496,1,7508.53263884906
67.0655529829673,114.107762314379,1,6804.96873307855
22.0760948804673,54.6941746771336,3,4902.44847520481
47.3784956689924,215.669488199055,1,8075.17793004837
64.9760039313696,26.2233617156744,4,6570.69607990907
71.3465013203677,494.871170893312,3,12205.9450025168
31.553658714518,376.184801310301,3,9273.30540985059
28.9581614800263,406.072022691369,0,10466.5310890395
11.0755315774586,96.2416802719235,0,4704.28904769158
20.8662754404359,412.577800229192,4,9634.42611357001
41.1023778025992,268.035028502345,2,8857.16360946601
67.3949048852082,449.621527977288,1,11875.8579759533
26.4464103006758,481.865345910192,1,10957.7529489648
60.7825098445173,387.401213794947,1,10461.5279026572
52.2910542194732,325.171018242836,1,9172.65966770105
54.3022552407347,477.642174512148,NA,11547.6524474865
66.6031801048666,205.769049376249,NA,8146.9578798107
1.16884558391757,139.546040594578,1,1447.13263838118
12.3905239612795,33.0277609825134,0,4084.23372161992
29.3483795421198,188.647257983685,1,7458.45829453327
48.9476899907459,121.600356511772,2,7339.03509984393
35.1064131585881,170.791524909437,0,6652.66568867778
38.9018434335012,155.569625198841,3,7156.05660405971
23.5034611672163,161.198894940317,0,5961.56354677823
58.8477889029309,381.477136425674,4,11190.4011367751
21.7475860083941,222.02704038471,0,6906.37508798229
30.0483784843236,349.094949811697,2,9768.10822862443
7.45519984373823,476.102671585977,2,8391.07492025219
57.7003612995613,262.673798054457,1,9383.26616604028
26.5447527279612,110.987480953336,0,5929.00947288234
3.87461794866249,294.329303503036,1,5510.25979138857
3.91713012987748,343.228879459202,1,6310.0124242774
68.7648309245706,205.58057423681,1,9324.18227875557
27.5072283863556,484.019692949951,2,10329.0791486518
58.2557963964064,265.787400268018,2,8461.00749949408
65.6141896375921,37.7038510888815,1,6137.90138055296
32.2454111133702,311.390573866665,1,8897.13736553437
41.9198917150497,411.969749480486,NA,10451.0100075058
6.23041345668025,343.203829973936,6,6152.4954002075
12.6885450028349,95.1301578804851,2,4772.51820801818
53.5322450872045,483.774689137936,1,11551.4434560566
34.7754819034599,463.520876467228,1,10617.0452316586
49.6719876818825,83.8707092404366,2,7563.09334804049
68.557560939109,398.54269977659,2,10958.6858936502
36.3199786168989,466.336561366916,1,11373.9962340799
34.4055444886908,329.657070487738,0,10310.5045664004
40.7736284544226,379.545411169529,1,9486.44580965874
47.3282185578719,240.161323659122,4,8212.49241172643
20.8497184119187,49.3440376222134,2,4947.07152175948
70.5734388544224,36.0373072326183,2,7099.79224714264
46.7143516691867,207.618524357677,1,8026.11981259225
42.3630689398851,110.329275913537,1,6969.0809885583
44.7268428422976,146.989887319505,1,7437.32549791314
66.6849609080236,116.304003559053,1,7745.53086030698
28.6916255662218,104.196735359728,1,5928.2586773461
21.4422976358328,450.197261683643,1,10930.5967121284
7.44225349440239,49.7783305123448,0,3151.82429928318
23.8644071859308,217.343402542174,3,6942.80414605829
54.8371779920999,169.096188209951,2,8002.20406905161
8.41331800306216,226.7411095649,2,5888.22943335387
51.4297275347635,179.192272163928,NA,7392.97704653069
69.6198942374904,134.351783581078,0,7916.72799128735
15.3058770608623,199.107868112624,0,5922.00088453427
8.70269446843304,255.534673407674,2,6478.80079645415
4.93355469359085,29.4301313534379,3,2079.40100009799
59.9103695708327,34.1657059267163,2,5898.78545373129
42.2650407168549,341.876187026501,0,9716.12065439986
34.3765586460941,415.783258266747,1,9693.00825265449
26.9160025203601,390.690735839307,0,9712.48691812793
20.8888485373463,388.047681041062,1,8893.14750135849
43.5798257030547,396.863272599876,1,10072.9267306374
59.1184425174724,460.537556856871,0,11007.7644987196
7.94609191152267,394.193417951465,0,6848.76115412337
69.4219563514926,221.882852651179,2,9267.01718363972
12.9802874806337,298.139689080417,2,7927.03109529448
7.11192181776278,402.895670980215,2,8080.00670808445
62.1459593947511,465.917799919844,1,11652.6287429536
38.2601327446755,74.39039722085,0,6418.2060508377
47.6335721451323,111.387789361179,1,7173.79921084939
17.2958754692227,390.159927792847,1,8722.76478351281
52.2070482312702,72.7930884435773,1,6903.40490602744
35.8432780446019,320.753310918808,2,9349.72051929264
69.5331470663659,323.483517505229,0,10623.5521885233
65.3929161138367,435.976933911443,2,11768.5156451652
40.1387874770444,341.758312992752,2,9271.1479127425
6.36753606516868,426.414212249219,3,7727.63053726582
2.61170079978183,129.28532063961,NA,2748.93727048196
37.4400064751972,83.9466671645641,4,5526.63514832454
45.7815567660145,267.008223347366,1,8476.69671512855
30.7327853275929,347.700163461268,2,8996.82267818273
63.4278821072076,320.849415138364,1,10081.6852834781
8.66708218422718,486.603744849563,0,9568.27095058464
70.5997874443419,330.995381474495,0,10686.0954891112
19.8126308228821,160.473703406751,3,5606.05720597127
6.98370414832607,408.62538151443,3,7759.38376815037
28.3994094759692,392.162079028785,0,9361.99658967076
9.86760372738354,415.851275734603,NA,8784.23882469756
42.2903497398365,287.332700714469,0,8683.28218522499
18.0506221761461,23.6356584355235,5,3627.04144612724
52.254040091997,243.264383226633,NA,8685.96845232615
11.3609370379709,479.842568039894,4,8678.151395341
11.8515526913106,387.070814706385,2,8579.45197169765
19.4048095860053,344.386860057712,2,7961.31606151524
56.2299244648311,421.437390521169,1,11207.8260347882
31.2791072777472,156.42399828881,0,7435.81233656689
5.26343186758459,169.055383987725,1,4279.17670712175
9.1531101281289,83.6027365550399,2,4305.07311941885
35.2757397112437,306.047960296273,2,8579.93985310728
70.5213244576007,412.296475507319,0,10876.8323067738
58.6176918717101,391.222088821232,2,9667.23119348278
39.5468100137077,321.718626432121,1,8906.21216420049
6.13806317746639,71.2366212159395,0,3734.67196866884
34.1204524720088,432.561531439424,2,10315.2524130902
25.1333008611109,465.251653976738,0,9996.71305579974
49.9842209652998,248.457038067281,2,43090.1185889606
37.5051734163426,105.676949284971,0,5738.42961641433
37.5595341082662,213.824850022793,1,8228.59702716139
39.7315191351809,487.390760183334,1,10924.0063892392
32.7694704348687,494.000306129456,1,11012.2186505979
6.95582366595045,276.59530594945,2,6192.97318828199
67.0394921146799,30.0202561169863,2,6127.9917718203
2.16782122338191,155.30253842473,3,3310.83481753645
30.4005603583064,332.993486374617,0,9240.36481540126
17.1153026293032,465.393536910415,3,9716.5542069479
8.07448170147836,331.909828111529,1,7340.1317854475
35.2875951319002,280.368587747216,2,8878.18945164422
47.1591356717981,341.38828907162,NA,9694.87424403412
66.4144142654259,478.61192908138,1,12885.0523312489
26.7447283046786,361.580438092351,0,9027.23362436216
61.7145842947066,183.138125389814,2,8805.77377130642
22.364336758852,207.736631073058,4,6212.50648537691
34.0620321857277,164.474130757153,2,6862.76273615355
11.1338772098534,441.560480594635,2,8522.39000612673
58.3480485477485,218.603551499546,1,8263.61337649423
48.2723418576643,23.3880372345448,1,6039.25440275615
5.39780957368203,59.1577713564038,2,3298.83493648304
31.5957153516356,120.918314792216,5,5802.36270230216
29.1767107816413,341.889917142689,1,9206.63983974047
50.4839293495752,237.238599844277,1,8882.67575190706
47.811695193639,225.436363629997,6,7945.26814944679
29.9219003859907,291.116436198354,4,7870.80973199595
22.7913356467616,42.3075693845749,0,23781.7212181646
19.1126214992255,335.746325552464,1,8013.81649403651
48.7523388883565,357.791602052748,3,10031.3962540872
64.5019337844569,374.575574696064,2,11257.8759484311
61.0472670914605,286.221240796149,5,44310.5836858472
28.89603184117,51.541304141283,1,30764.3179795992
6.61258833948523,294.774397425354,1,5855.73665911597
59.8180370458867,261.468848623335,0,9046.00730344226
6.17531956639141,238.370557762682,3,5260.57199820418
9.14815010805614,355.96119556576,0,7419.8729218963
46.4388831765391,215.900876782835,1,8319.3542437314
23.7602002131753,455.665169395506,1,10453.968450622
14.4012163574807,131.133577339351,3,5693.23223923248
28.96190452273,238.299309127033,2,8013.56211851962
62.20384713565,399.701910167933,3,10089.8407252272
25.7017098644283,473.651026040316,0,10317.3648299258
1.10180679080077,393.289477527142,0,4723.54701720135
65.7011962127872,206.793288104236,0,9036.50632067874
68.5723648741841,430.92328902334,0,10886.5647680439
35.8552477934863,250.448854528368,1,8003.46223104846
33.9192717871629,90.4046117514372,2,6436.91675361329
43.3495153230615,290.54902382195,2,9322.62958650394
65.3296179664321,96.7385749146342,0,7546.43293887204
13.2830837094225,167.695962898433,NA,6465.89813480476
56.7975564461667,399.224798381329,3,9584.27159247598
17.5383413070813,386.232895515859,3,8723.33792389564
41.9704228411429,423.573120012879,2,10461.1073367067
60.702269364614,62.8090693056583,2,6311.98643597927
10.3864681567065,174.743342921138,2,5183.66966004672
64.6082744598389,258.919308707118,1,9355.77265065832
32.9597512225155,109.371558316052,2,6840.96604132849
64.484120186884,161.317502558231,0,8286.38191701974
18.6467078183778,318.638139776886,2,8273.12772823525
6.94236584822647,160.238739326596,0,4457.77173905447
4.45351630239747,72.3264160379767,3,2630.5803587892
70.5669265592005,440.108228810132,2,11450.4042301553
35.3759096213616,352.33990997076,1,9534.35754647953
61.0229054091033,429.752293005586,1,11435.5814459197
30.5568459217902,477.882655002177,2,10589.7515891085
35.7433205409907,473.591103926301,3,11054.3083910682
14.0134350438602,29.5975717157125,2,4220.92484014054
54.900464220671,210.064762569964,0,7986.73094665254
22.6651744802948,146.978216469288,3,6288.61159084407
12.7631555448752,266.203413680196,2,6130.98364903113
3.32944914977998,385.469419695437,1,6075.47203013673
10.6918697829824,48.9828697964549,1,4158.19320574415
13.5766852111556,467.842096798122,0,9005.11846684371
37.8887919823173,187.491979710758,3,7356.24653023689
58.5895757402759,217.662988863885,1,8580.60622090876
9.19070288934745,481.350309252739,2,8854.46808684463
64.4329468489159,274.914998672903,0,9194.09332453047
41.8500545583665,182.48573269695,0,8031.03623102289
11.4066399950534,322.762272283435,0,7811.2944759725
65.0992115414701,78.4346076101065,0,7048.73403479608
18.9631753293797,450.784960389137,1,9894.32496847822
11.69242961891,268.020138666034,2,6369.81195716907
55.5668483495247,408.543316088617,0,10937.923896158
17.3387565060984,448.979630991817,1,9871.19629539088
22.6833522883244,202.195912115276,2,7007.08319231483
37.8184424645733,47.4973284453154,1,5975.71979938129
24.7565763401799,185.951416753232,NA,7481.28467796001
11.9648827458732,211.912221312523,1,5866.26828311254
19.9122393741272,311.114825345576,0,8531.01359906636
25.9035777915269,346.422612890601,2,8929.91564417043
42.0705448940862,119.331851527095,3,6446.44379697402
58.4107274613343,488.484379500151,0,11934.8909051051
67.262192360824,33.2297308743,1,6461.20358623521
60.2042969642207,149.15713544935,7,7501.790444691
10.0171969898511,165.137731395662,2,5402.38610280886
47.1112305573188,469.122460559011,2,10475.497041262
50.014967687428,311.003066860139,1,10159.8898024357
3.27518253563903,179.621817544103,1,2981.85504216122
66.3547296405304,288.637693189085,1,9930.97734715365
34.97129098,92.6078037172556,1,6043.58018671053
19.9229610674083,239.555731490254,0,7790.12321522074
61.8122608542908,81.5970239043236,2,7124.04862953525
17.2693999214098,49.5634555071592,0,5422.30698678583
57.2282280044165,218.00384555012,2,8415.38500908229
46.921015083557,282.384756654501,0,8189.3632976968
31.1277630378027,255.708116441965,0,8132.84279919553
7.74984702887014,310.376140624285,NA,6838.39820970175
1.24620697950013,199.224701225758,0,3207.88111091006
38.7104904963635,489.830624237657,1,10793.4280044164
38.22580523137,429.75268047303,1,10415.7080618615
16.1361743768211,23.8282411545515,3,3975.66008255558
51.9021776791196,296.079515516758,2,9878.9681761003
69.2553939102218,93.8054902851582,1,6733.35209602238
37.7969285733998,239.772589989007,2,8549.23483807686
13.3914895830676,322.365524731576,0,8223.10741012645
40.9403495765291,151.233228929341,3,7037.38938197622
54.9073300473392,70.8592718467116,0,7200.85793412523
48.3549649636261,66.792795881629,2,6623.8225443599
16.9659775488544,483.190661817789,2,9559.335374868
25.5553331330884,32.0178891718388,2,4767.49507422006
23.7080549530219,450.392708107829,2,9144.42688116506
65.247786231339,300.558600723743,4,10106.5755145698
15.143084987998,338.014596514404,0,8651.22442346803
49.3483741772361,264.851106144488,0,9534.71231958291
10.7637608638033,138.648579716682,1,5121.62933394335
8.5966227685567,458.66101603955,0,8498.28114831755
